ID,LABEL
BERVO:0000473,Surface irrigation carbonate concentration
BERVO:0000474,Surface irrigation bicarbonate concentration
BERVO:0000475,Surface irrigation aluminum hydroxide concentration
BERVO:0000476,Surface irrigation AlOH2 concentration
BERVO:0000477,Surface irrigation AlOH3 concentration
BERVO:0000478,Surface irrigation AlOH4 concentration
BERVO:0000479,Surface irrigation aluminum sulfate concentration
BERVO:0000480,Surface irrigation iron hydroxide concentration
BERVO:0000481,Surface irrigation ferrous hydroxide concentration
BERVO:0000482,Surface irrigation iron oxyhydroxide concentration
BERVO:0000483,Surface irrigation iron hydroxide concentration
BERVO:0000484,Surface irrigation iron sulfate concentration
BERVO:0000485,Surface irrigation calcium hydroxide concentration
BERVO:0000486,Surface irrigation calcium carbonate concentration
BERVO:0000487,Surface irrigation calcium bicarbonate concentration
BERVO:0000488,Surface irrigation calcium sulfate concentration
BERVO:0000489,Surface irrigation magnesium hydroxide concentration
BERVO:0000490,Surface irrigation magnesium carbonate concentration
BERVO:0000491,Surface irrigation magnesium bicarbonate concentration
BERVO:0000492,Surface irrigation magnesium sulfate concentration
BERVO:0000493,Surface irrigation sodium carbonate concentration
BERVO:0000494,Surface irrigation sodium sulfate concentration
BERVO:0000496,Surface irrigation phosphate concentration
BERVO:0000497,Surface irrigation hydrogen phosphate concentration
BERVO:0000498,Surface irrigation phosphoric acid concentration
BERVO:0000499,Surface irrigation iron hydrogen phosphate concentration
BERVO:0000500,Surface irrigation iron dihydrogen phosphate concentration
BERVO:0000501,Surface irrigation calcium phosphate concentration
BERVO:0000502,Surface irrigation dicalcium phosphate concentration
BERVO:0000503,Surface irrigation calcium dihydrogen phosphate concentration
BERVO:0000504,Surface irrigation magnesium hydrogen phosphate concentration
BERVO:0000505,Surface irrigation ion strength
BERVO:0000507,Surface irrigation volatile concentration
BERVO:0000508,Subsurface irrigation nutrient concentration
BERVO:0000509,Subsurface irrigation chemical concentration
BERVO:0000510,Underground irrigation to micropores
BERVO:0000511,Convective heat due to underground irrigation
BERVO:0000512,Aqueous non-salt solutes in underground irrigation
BERVO:0000513,Salt tracer concentration in irrigation
BERVO:0000514,Tracer flux through irrigation
BERVO:0000515,Canopy structural growth rate
BERVO:0000516,Stomatal stress from water/turgor
BERVO:0000517,Canopy photosynthetically active radiation albedo
BERVO:0000518,Canopy photosynthetically active radiation transmissivity
BERVO:0000519,Canopy shortwave absorptivity
BERVO:0000520,Canopy photosynthetically active radiation absorptivity
BERVO:0000521,Maximum stomatal resistance to vapor
BERVO:0000522,Maximum stomatal resistance to carbon dioxide
BERVO:0000524,Shape parameter for calculating stomatal resistance from turgor pressure
BERVO:0000525,Canopy stomatal resistance
BERVO:0000526,Canopy minimum stomatal resistance
BERVO:0000527,Canopy boundary layer resistance
BERVO:0000528,Leaf gaseous concentration
BERVO:0000529,Leaf gaseous carbon dioxide concentration
BERVO:0000530,Total gas concentration
BERVO:0000531,Gaseous carbon dioxide concentration difference across stomates
BERVO:0000532,Canopy gaseous carbon dioxide concentration
BERVO:0000533,Leaf aqueous carbon dioxide concentration
BERVO:0000534,Leaf aqueous concentration
BERVO:0000535,Leaf carbon dioxide solubility
BERVO:0000536,Leaf solubility
BERVO:0000537,Leaf aqueous carbon dioxide Km no oxygen
BERVO:0000538,Leaf aqueous carbon dioxide Km ambient oxygen
BERVO:0000539,Chilling effect on carbon dioxide fixation
BERVO:0000540,Maximum dark carboxylation rate under saturating carbon dioxide
BERVO:0000541,Carboxylation rate
BERVO:0000542,Carbon dioxide compensation point
BERVO:0000543,Maximum light carboxylation rate under saturating carbon dioxide
BERVO:0000544,Carboxylation efficiency
BERVO:0000545,Bundle sheath nonstructural C3 content in C4 photosynthesis
BERVO:0000546,Maximum dark C4 carboxylation rate under saturating carbon dioxide
BERVO:0000547,C4 carboxylation rate
BERVO:0000548,Maximum light C4 carboxylation rate under saturating carbon dioxide
BERVO:0000549,C4 carboxylation efficiency
BERVO:0000550,Leaf nonstructural C4 content in C4 photosynthesis
BERVO:0000552,Branch down-regulation of carbon dioxide fixation
BERVO:0000553,Down-regulation of C4 photosynthesis
BERVO:0000555,Total net canopy carbon dioxide exchange
BERVO:0000556,Rubisco carboxylase activity
BERVO:0000557,Rubisco oxygenase activity
BERVO:0000558,Phosphoenolpyruvate carboxylasecarboxylase activity
BERVO:0000559,Km for rubisco carboxylase activity
BERVO:0000560,Km for rubisco oxygenase activity
BERVO:0000561,Km for phosphoenolpyruvate carboxylase carboxylase activity
BERVO:0000562,Leaf rubisco content
BERVO:0000563,Leaf phosphoenolpyruvate carboxylase content
BERVO:0000564,Cholorophyll activity
BERVO:0000565,Leaf C3 chlorophyll content
BERVO:0000566,Leaf C4 chlorophyll content
BERVO:0000567,Ci:Ca ratio
BERVO:0000568,Canopy net radiation
BERVO:0000569,Canopy longwave radiation
BERVO:0000570,Canopy absorbed shortwave radiation
BERVO:0000571,Canopy absorbed photosynthetically active radiation
BERVO:0000572,Fraction of incoming photosynthetically active radiation absorbed by canopy
BERVO:0000573,Fraction of radiation transmitted by canopy layer
BERVO:0000574,Fraction of radiation intercepted by canopy layer
BERVO:0000575,Fraction of radiation intercepted by ground surface
BERVO:0000576,Shortwave radiation incident on ground surface
BERVO:0000577,Longwave radiation emitted by canopy
BERVO:0000578,Longwave radiation emitted by ground surface
BERVO:0000579,Canopy held water content
BERVO:0000580,Precipitation to canopy
BERVO:0000581,Grid net precipitation water interception to canopy
BERVO:0000582,Canopy latent heat flux
BERVO:0000583,Air to canopy sensible heat flux
BERVO:0000584,Canopy storage heat flux
BERVO:0000585,Canopy heat storage from previous time step
BERVO:0000586,Canopy heat capacity
BERVO:0000587,Plant canopy total water potential
BERVO:0000588,Plant canopy turgor water potential
BERVO:0000589,Plant canopy osmotic water potential
BERVO:0000591,Canopy transpiration
BERVO:0000592,Negative of canopy evaporation
BERVO:0000593,Canopy water content associated with dry matter
BERVO:0000594,Canopy water before mass balance check
BERVO:0000595,Canopy water at mass balance check
BERVO:0000596,Canopy heat content loss to disturbance
BERVO:0000597,Canopy water loss to disturbance
BERVO:0000598,Total canopy evaporation + transpiration
BERVO:0000599,Total canopy evaporation
BERVO:0000600,Total canopy heat content
BERVO:0000601,Total canopy heat flux
BERVO:0000602,Total canopy water content stored in dry matter
BERVO:0000603,Total canopy longwave emission
BERVO:0000604,Canopy shortwave albedo
BERVO:0000605,Canopy shortwave transmissivity
BERVO:0000606,Water flux into plant canopy
BERVO:0000608,Canopy temperature after energy iteration
BERVO:0000609,Canopy temperature
BERVO:0000610,Change in canopy temperature
BERVO:0000611,Canopy temperature during canopy energy iteration
BERVO:0000612,Bundle sheath C4 carbon product to support C3 photosynthesis  during C4 photosynthesis on a leaf node 
BERVO:0000614,Total leaf mass
BERVO:0000615,Litter kinetic fraction
BERVO:0000616,Shoot structural chemical element
BERVO:0000617,C4 specific nonstructural shoot carbon in branch
BERVO:0000618,Canopy shoot chemical element
BERVO:0000619,Canopy leaf chemical element
BERVO:0000620,Canopy sheath chemical element
BERVO:0000621,Canopy stalk chemical element
BERVO:0000623,Canopy reserve chemical element
BERVO:0000624,Canopy husk chemical element
BERVO:0000625,Canopy ear chemical element
BERVO:0000626,Canopy grain chemical element
BERVO:0000627,Plant canopy leaf + sheath carbon
BERVO:0000628,Canopy layer leaf area
BERVO:0000629,Canopy net carbon dioxide exchange
BERVO:0000630,Canopy layer leaf carbon
BERVO:0000631,Canopy nonstructural chemical element
BERVO:0000632,Canopy nonstructural chemical element concentration
BERVO:0000633,Plant canopy layer stem area
BERVO:0000634,Canopy nodule nonstructural chemical element
BERVO:0000635,Canopy nodule chemical elemental biomass
BERVO:0000636,Branch sapwood carbon
BERVO:0000637,Branch nonstructural chemical element
BERVO:0000638,Plant branch leaf + sheath carbon
BERVO:0000639,Branch shoot carbon
BERVO:0000640,Branch leaf chemical element
BERVO:0000641,Branch sheath chemical element
BERVO:0000642,Branch stalk chemical element
BERVO:0000643,Branch reserve chemical element
BERVO:0000644,Branch husk chemical element
BERVO:0000645,Branch ear chemical element
BERVO:0000646,Branch grain chemical element
BERVO:0000647,Branch nonstructural carbon concentration
BERVO:0000648,Branch nodule nonstructural carbon
BERVO:0000649,Branch nodule chemical element
BERVO:0000650,Branch sheath structural chemical element
BERVO:0000651,Branch stalk structural carbon
BERVO:0000652,Branch leaf structural chemical element
BERVO:0000653,Leaf chemical element
BERVO:0000654,Sheath chemical element
BERVO:0000655,Internode chemical element
BERVO:0000656,Layer leaf chemical element
BERVO:0000657,Layer leaf area
BERVO:0000658,Layer leaf protein carbon
BERVO:0000659,Layer sheath protein carbon
BERVO:0000660,Nodule nonstructural carbon
BERVO:0000661,Maximum grain carbon during grain fill
BERVO:0000662,Standing dead chemical element fraction
BERVO:0000663,Standing dead chemical element
BERVO:0000664,Plant stored nonstructural chemical element
BERVO:0000665,Plant stored nonstructural carbon at planting
BERVO:0000666,Landscape average canopy shoot carbon
BERVO:0000667,Carbon dioxide-limited carboxylation rate
BERVO:0000668,Light-limited carboxylation rate
BERVO:0000669,Canopy biomass
BERVO:0000670,Altitude of landscape
BERVO:0000671,Initial soil surface roughness height
BERVO:0000672,Zero plane displacement height
BERVO:0000673,Canopy surface roughness height
BERVO:0000674,Soil surface roughness height for calculating runoff velocity
BERVO:0000675,Wind speed measurement height
BERVO:0000676,Altitude of grid cell
BERVO:0000677,Isothermal boundary layer resistance
BERVO:0000678,Richardson number for calculating boundary layer resistance
BERVO:0000680,Sine of slope
BERVO:0000681,Cosine of slope
BERVO:0000682,Azimuth of slope
BERVO:0000683,Altitude
BERVO:0000684,Slope
BERVO:0000685,Aspect
BERVO:0000686,Fraction of shoot leaf element allocation to woody/fine litter
BERVO:0000687,Fraction of shoot stalk element allocation to woody/fine litter
BERVO:0000688,Fraction of root element allocation to woody/fine litter
BERVO:0000689,Fraction of root stalk element allocation to woody/fine litter
BERVO:0000690,Carbon partitioning coefficient in a branch
BERVO:0000691,Canopy stem layer area
BERVO:0000692,Canopy leaf area
BERVO:0000693,Plant canopy leaf + stem/stalk area
BERVO:0000694,Plant stem area
BERVO:0000695,Pft canopy height
BERVO:0000696,Total leaf area
BERVO:0000697,Total stem area
BERVO:0000698,Grid level plant canopy leaf area
BERVO:0000699,Total canopy stem area
BERVO:0000700,Canopy area of combined over the grid
BERVO:0000701,Soil layer at planting depth
BERVO:0000702,Planting depth
BERVO:0000703,Seeding depth
BERVO:0000704,Seed volume
BERVO:0000705,Seed length
BERVO:0000706,Seed surface area
BERVO:0000707,Cotyledon height
BERVO:0000708,Canopy height over grid
BERVO:0000709,Canopy layer height
BERVO:0000710,Branching angle
BERVO:0000711,Sheath angle
BERVO:0000714,Canopy roughness height
BERVO:0000715,Effecive canopy height for water uptake
BERVO:0000716,Leaf area
BERVO:0000717,Sheath height
BERVO:0000718,Live internode height
BERVO:0000719,Branch leaf area
BERVO:0000721,Branch height
BERVO:0000722,Branch grain number
BERVO:0000723,Branch potential grain number
BERVO:0000724,Canopy grain number
BERVO:0000725,Plant population
BERVO:0000726,Dead internode height
BERVO:0000727,Maximum leaf nitrogen to carbon ratio
BERVO:0000728,Maximum leaf phosphorous to carbon ratio
BERVO:0000729,Sheath nitrogen to carbon ratio
BERVO:0000730,Stalk nitrogen to carbon ratio
BERVO:0000731,Reserve nitrogen to carbon ratio
BERVO:0000732,Husk nitrogen to carbon ratio
BERVO:0000733,Ear nitrogen to carbon ratio
BERVO:0000734,Grain nitrogen to carbon ratio
BERVO:0000735,Nodule nitrogen to carbon ratio
BERVO:0000736,Sheath phosphorous to carbon ratio
BERVO:0000737,Stalk phosphorous to carbon ratio
BERVO:0000738,Reserve phosphorous to carbon ratio
BERVO:0000739,Husk phosphorous to carbon ratio
BERVO:0000740,Ear phosphorous to carbon ratio
BERVO:0000741,Grain phosphorous to carbon ratio
BERVO:0000742,Nodule phosphorous to carbon ratio
BERVO:0000743,C:N ratio in remobilizable nonstructural biomass
BERVO:0000744,C:P ratio in remobilizable nonstructural biomass
BERVO:0000745,Canopy osmotic potential when canopy water potential = 0 MPa
BERVO:0000746,Threshold temperature for autumn leafoff/hardening
BERVO:0000747,Initial plant thermal adaptation zone
BERVO:0000748,Plant thermal adaptation zone
BERVO:0000749,Plant maturity group
BERVO:0000750,Acclimated plant maturity group
BERVO:0000751,Initial plant maturity group
BERVO:0000752,Initial plant population
BERVO:0000753,Initial standing dead carbon
BERVO:0000755,Number of active PFT
BERVO:0000756,Total plant population
BERVO:0000757,Plant population at seeding
BERVO:0000758,"Canopy plant water stress indicator, number of hours PSILT < PSILY"
BERVO:0000759,Plant oxygen stress indicator
BERVO:0000760,Canopy temperature growth function
BERVO:0000761,Canopy growth temperature
BERVO:0000763,Sheath growth yield
BERVO:0000764,Stalk growth yield
BERVO:0000765,Reserve growth yield
BERVO:0000766,Husk growth yield
BERVO:0000767,Ear growth yield
BERVO:0000768,Grain growth yield
BERVO:0000769,Nodule growth yield
BERVO:0000770,Leaf growth yield
BERVO:0000771,Initial heat requirement for spring leafout/dehardening
BERVO:0000772,Initial cold requirement for autumn leafoff/hardening
BERVO:0000773,Leaf number
BERVO:0000774,Leaf number at floral initiation
BERVO:0000775,Heat requirement for spring leafout/dehardening
BERVO:0000776,Cold requirement for autumn leafoff/hardening
BERVO:0000778,Leaf growth stage counter
BERVO:0000779,Number of minimum leafed nodes used in growth allocation
BERVO:0000781,Rate of leaf initiation at 25 oC
BERVO:0000782,Leaf length:width ratio
BERVO:0000783,Leaf area:mass during growth
BERVO:0000784,Threshold temperature for spring leafout/dehardening
BERVO:0000785,Petiole length:mass during growth
BERVO:0000786,Hours above threshold temperature required for spring leafout/dehardening
BERVO:0000787,Number of branches of the plant
BERVO:0000788,Main branch number
BERVO:0000789,Branch number id
BERVO:0000790,Number of main branch
BERVO:0000791,Branch phenology flag for senescence
BERVO:0000792,Hour counter for phenological senescence of a branch
BERVO:0000793,Branch phenological senescence flag
BERVO:0000794,Branch phenological remobilization flag
BERVO:0000795,Branch phenological flag for leafout initialization
BERVO:0000796,Branch phenological flag for leafout
BERVO:0000797,Branch phenological flag for leaf off
BERVO:0000798,Flag to detect branch death
BERVO:0000799,Branch nonstructural carbon content required for new branch
BERVO:0000800,Normalized node number during vegetative growth stages
BERVO:0000801,Gain in normalized node number during vegetative growth stages
BERVO:0000802,Gain in normalized node number during reproductive growth stages
BERVO:0000803,Shoot node number
BERVO:0000804,Node number at floral initiation
BERVO:0000805,Normalized node number during reproductive growth stages
BERVO:0000806,Node number at anthesis
BERVO:0000809,Rate of node initiation at 25 oC
BERVO:0000810,Internode length:mass during growth
BERVO:0000811,Parameter for allocation of growth to nodes
BERVO:0000812,Number of concurrently growing nodes
BERVO:0000813,Minimum daily canopy water potential
BERVO:0000814,Clumping factor for self-shading in canopy layer at current LAI
BERVO:0000815,Clumping factor for self-shading in canopy layer
BERVO:0000816,Flag to detect canopy death
BERVO:0000817,Maximum grain node number per branch
BERVO:0000818,Maximum grain number per node
BERVO:0000819,Maximum grain size
BERVO:0000820,Number of nodes in seed
BERVO:0000821,Grain size at seeding
BERVO:0000822,Maximum rate of fill per grain
BERVO:0000823,Flag to detect physiological maturity from grain fill
BERVO:0000824,Counter for mobilizing nonstructural carbon during spring leafout/dehardening
BERVO:0000825,Counter for mobilizing nonstructural carbon during autumn leafoff/hardening
BERVO:0000826,Plant branch growth stage
BERVO:0000827,Temperature below which seed set is adversely affected
BERVO:0000828,Temperature above which seed set is adversely affected
BERVO:0000829,Sensitivity to canopy temperature
BERVO:0000830,Critical daylength for phenological progress
BERVO:0000831,Difference between current and critical daylengths used to calculate phenological progress
BERVO:0000832,Initial clumping factor for self-shading in canopy layer
BERVO:0000833,Number of hours below set temperature required for autumn leafoff/hardening
BERVO:0000834,Adjustment of Arhhenius curves for plant thermal acclimation
BERVO:0000835,Plant photosynthetic type (C3 or C4)
BERVO:0000836,"Plant growth type (vascular, non-vascular)"
BERVO:0000837,Plant growth habit (annual or perennial)
BERVO:0000838,Temperature effect on diffusivity
BERVO:0000839,Aqueous dispersivity scalar
BERVO:0000840,Gaseous diffusivity
BERVO:0000841,Solute diffusivity
BERVO:0000843,Aqueous dissolved organic carbon diffusivity in soil
BERVO:0000844,Water vapor diffusivity in soil
BERVO:0000845,Water vapor diffusivity in snow
BERVO:0000846,Water vapor diffusivity in litter
BERVO:0000847,Water vapor diffusivity in air
BERVO:0000848,Solubility of gases
BERVO:0000849,Net gaseous flux from previous time step
BERVO:0000850,Net aqueous CH4 flux from previous time step
BERVO:0000851,Net aqueous flux from previous time step
BERVO:0000852,Total aluminum in runoff
BERVO:0000853,Surface runoff gas flux
BERVO:0000854,Surface runoff nutrient flux
BERVO:0000855,Surface runoff dissolved organic carbon flux
BERVO:0000856,Soil ammonium content
BERVO:0000857,Soil nitrate content
BERVO:0000858,Soil phosphate content
BERVO:0000859,Phosphate concentration band micropore
BERVO:0000860,Phosphate concentration non-band micropore
BERVO:0000861,Subsurface lateral dissolved organic matter fluxes
BERVO:0000862,Subsurface lateral tracer fluxes
BERVO:0000863,Solute mass in macropore
BERVO:0000864,Solute mass in micropore
BERVO:0000865,Solute concentration in micropore
BERVO:0000866,Gaseous concentration in micropore
BERVO:0000867,Solid soil organic matter hydrolysis rate
BERVO:0000868,Microbial residual hydrolysis rate
BERVO:0000869,Sorbed organic matter hydrolysis rate
BERVO:0000870,Nutrient tracer loss through surface runoff
BERVO:0000871,Current nitrification inhibition activity
BERVO:0000872,Initial nitrification inhibition activity
BERVO:0000873,Current inhibition activity
BERVO:0000874,Urea hydrolysis inhibition activity
BERVO:0000875,Column integrated volatile tracer mass in soil at the end of time step
BERVO:0000876,Column integrated volatile tracer mass in soil at the beginning of time step
BERVO:0000877,Layer mass of gases in micropores
BERVO:0000878,Column integrated volatile tracer mass at the begining of time step
BERVO:0000879,Column integrated volatile tracer mass at the moment
BERVO:0000880,Column integrated volatile tracer mass in roots
BERVO:0000881,Column integrated volatile tracer mass in roots at the beginning of time step
BERVO:0000882,Soil pH
BERVO:0000883,Soil cation exchange capacity
BERVO:0000884,Soil anion exchange capacity
BERVO:0000885,Temperature dependence of microbial activity
BERVO:0000886,Moisture dependence of microbial activity
BERVO:0000887,Surface gas flux in advection+diffusion
BERVO:0000888,Total sink in soil due to plant and microbial respiration
BERVO:0000889,"Surface gas flux, including diffusion, ebullition, wet deposition and plant transp"
BERVO:0000890,Hydrological loss of volatile tracers
BERVO:0000891,Subsurface hydrological loss of volatile tracers
BERVO:0000892,Surface hydrological loss of volatile tracers
BERVO:0000893,Total carbon amendment
BERVO:0000894,Cumulative hydrological loss of volatile tracers
BERVO:0000895,Total fertilizer nitrogen amendment
BERVO:0000896,Total fertilizer phosphorus amendment
BERVO:0000897,Total surface dissolved organic carbon flux
BERVO:0000898,Total subsurface dissolved organic carbon flux
BERVO:0000899,Total litterfall carbon
BERVO:0000900,Total surface dissolved organic nitrogen flux
BERVO:0000901,Total subsurface dissolved organic nitrogen flux
BERVO:0000902,Total surface dissolved organic phosphorus flux
BERVO:0000903,Total subsurface dissolved organic phosphorus flux
BERVO:0000904,Total soil precipited phosphorus
BERVO:0000905,Total soil autotrophic respiration
BERVO:0000907,Total surface dissolved inorganic carbon flux
BERVO:0000908,Total subsurface dissolved inorganic carbon flux
BERVO:0000909,Total surface dissolved inorganic nitrogen flux
BERVO:0000910,Total subsurface dissolved inorganic nitrogen flux
BERVO:0000911,Total surface dissolved inorganic phosphorus flux
BERVO:0000912,Total subsurface dissolved inorganic phosphorus flux
BERVO:0000913,Total standing dead carbon
BERVO:0000914,Total nitrogen drainage below root zone
BERVO:0000915,Total phosphorus drainage below root zone
BERVO:0000916,Soil electrical conductivity
BERVO:0000917,Total water subsurface ion flux
BERVO:0000918,Total nutrient exchange
BERVO:0000919,Microbial gases transformation
BERVO:0000920,Total microbial gases transformation
BERVO:0000921,Net microbial nitrogen exchange
BERVO:0000922,"Net plant+microbial dissolved organic carbon flux, >0 into soil"
BERVO:0000923,"Microbial dom flux, > 0 into soil"
BERVO:0000924,Total respiration of DOC+DOA in soil layer
BERVO:0000925,Soil water volume occupied by microbial biomass
BERVO:0000926,Constraints of temperature and water potential on microbial activity
BERVO:0000928,Effective volume fraction of nutrient solutes (0-1)
BERVO:0000929,Conversion flux from dissolved inorganic matter into dissolved organic matter
BERVO:0000930,Net production of gas
BERVO:0000931,Decomposer oxygen limitation
BERVO:0000932,Decomposer oxygen uptake rate
BERVO:0000933,Width of ammonium band
BERVO:0000934,Depth of ammonium band
BERVO:0000935,Width of nitrate band
BERVO:0000936,Depth of NO4 band
BERVO:0000937,Width of phosphate band
BERVO:0000938,Depth of phosphate band
BERVO:0000939,Total depth of ammonium band
BERVO:0000940,Total depth of nitrate band
BERVO:0000941,Total depth of phosphate band
BERVO:0000942,Total chemodenitrification nitrous oxide uptake non-band unconstrained by N2O
BERVO:0000943,Total chemodenitrification nitrous oxide uptake band unconstrained by N2O
BERVO:0000944,Soil surface gas dissolution (+ve) - volatilization (-ve)
BERVO:0000945,Active gas bubbling rate
BERVO:0000946,Vertically integrated ebullition flux
BERVO:0000947,Plant-aided gas transport flux
BERVO:0000948,Total hydrogen ion production
BERVO:0000949,Water flux micropore
BERVO:0000950,Water flux macropore
BERVO:0000951,Convective heat flux micropore
BERVO:0000952,Cumulative difference in gas belowground production and surface flux
BERVO:0000953,Tracer solute transport in micropore
BERVO:0000954,Dissolved organic carbon flux micropore
BERVO:0000955,Wet gas deposition due to irrigation and rainfall
BERVO:0000956,Soil gas pressure
BERVO:0000957,Volumetric concentration of gaseous carbon dioxide
BERVO:0000958,Volumetric concentration of gaseous oxygen
BERVO:0000959,Volumetric concentration of argon gas
BERVO:0000960,Volumetric concentration of methane gas
BERVO:0000961,Hydrogenotrophic methane production rate
BERVO:0000962,Acetoclastic methane production rate
BERVO:0000963,Aerobic methane oxidation rate
BERVO:0000964,Fermentation rate
BERVO:0000965,NH3 oxidation rate
BERVO:0000966,Denitrification nitrous oxide production
BERVO:0000967,Nitrification nitrous oxide production rate
BERVO:0000968,Chemo nitrous oxide production
BERVO:0000969,Nitrous oxide reduction into nitrogen gas
BERVO:0000970,Dissolved organic matter loss through subsurface drainage
BERVO:0000971,Solute loss through subsurface drainage
BERVO:0000972,Dissolved organic matter loss through surface runoff
BERVO:0000973,Total area of landscape
BERVO:0000974,Depth to bottom of soil layer
BERVO:0000975,Thickness of soil layer
BERVO:0000976,Thickness of soil layer in 3 directions
BERVO:0000977,Cross-sectional area / distance between adjacent grid cells
BERVO:0000978,Depth to middle of soil layer
BERVO:0000979,Depth to bottom of soil layer from surface of grid cell
BERVO:0000980,Depth to middle of soil layer from surface of grid cell
BERVO:0000981,Cross-sectional area
BERVO:0000982,"Distance between adjacent layers:1=EW,2=NS,3=vertical"
BERVO:0000983,Soil surface layer number
BERVO:0000984,Initial soil surface layer number
BERVO:0000985,Maximum root layer number
BERVO:0000986,Additional soil lower boundary layers
BERVO:0000987,Initial lowest soil layer number
BERVO:0000988,Lowest soil layer number
BERVO:0000989,New surface layer number
BERVO:0000990,Initial position of the bottom of liter layer
BERVO:0000991,Latitude
BERVO:0000992,East-West width of the grid cells
BERVO:0000993,North-South width of the grid cells
BERVO:0000994,Dimension of low
BERVO:0000995,Microbial biomass chemical element
BERVO:0000996,Aqueous demand
BERVO:0000997,Net microbial dissolved organic carbon flux
BERVO:0000998,Net microbial acetate flux
BERVO:0000999,Heterotrophic microbial ammonium demand in soil
BERVO:0001000,Heterotrophic microbial nitrate demand in soil
BERVO:0001001,Heterotrophic microbial phosphate demand in soil
BERVO:0001002,Heterotrophic microbial ammonium demand in surface litter
BERVO:0001003,Heterotrophic microbial phosphate demand in surface litter
BERVO:0001004,Heterotrophic microbial nitrate demand in surface litter
BERVO:0001005,Total heterotrophic microbial nitrate uptake non-band unconstrained by NO3
BERVO:0001006,Total heterotrophic microbial nitrogen dioxide uptake non-band unconstrained by NO2
BERVO:0001007,Total heterotrophic microbial nitrate uptake in band soil unconstrained by NO3
BERVO:0001008,Total heterotrophic microbial nitrogen dioxide uptake in band soil unconstrained by NO2
BERVO:0001009,Total heterotrophic microbial nitrous oxide uptake unconstrained by N2O
BERVO:0001010,Heterotrophic microbial ammonium immobilization (+ve) - mineralization (-ve) in band soil
BERVO:0001011,Heterotrophic microbial nitrate immobilization (+ve) - mineralization (-ve) in band soil
BERVO:0001012,Heterotrophic substrate-unlimited dihydrogen phosphate mineraln-immobiln in band soil
BERVO:0001013,Heterotrophic substrate-unlimited hydrogen phosphate immobilization in non-band soil
BERVO:0001014,Heterotrophic substrate-unlimited hydrogen phosphate mineraln-immobiln in band soil
BERVO:0001015,Heterotrophic substrate-unlimited hydrogen phosphate immobilization in surface litter
BERVO:0001016,Heterotrophic microbial carbon loss through erosion
BERVO:0001017,Autotrophic microbial biomass chemical element
BERVO:0001018,Aqueous demand by autotrophic microbes
BERVO:0001019,Autotrophic microbial ammonium demand in soil
BERVO:0001020,Autotrophic microbial nitrate demand in soil
BERVO:0001021,Autotrophic microbes dihydrogen phosphate demand in soil
BERVO:0001022,Autotrophic microbial ammonium demand in surface litter
BERVO:0001023,Autotrophic microbial dihydrogen phosphate demand in surface litter
BERVO:0001024,Autotrophic microbial nitrate demand in surface litter
BERVO:0001025,Autotrophic ammonia oxidation in non-band soil
BERVO:0001026,Autotrophic nitrogen dioxide oxidation in non-band soil
BERVO:0001027,Autotrophic ammonia oxidation in band soil
BERVO:0001028,Autotrophic nitrogen dioxide oxidation in band soil
BERVO:0001029,Autotrophic microbial nitrous oxide demand for reduction
BERVO:0001030,Autotrophic microbial ammonium demand in band soil
BERVO:0001031,Autotrophic microbial nitrate demand in band soil
BERVO:0001032,Autotrophic microbial H2PO4 demand in band soil
BERVO:0001033,Autotrophic microbial H1PO4 demand in non-band soil
BERVO:0001034,Autotrophic microbial H1PO4 demand in band soil
BERVO:0001035,Autotrophic microbial H1pO4 demand in surface litter
BERVO:0001036,Autotrophic microbial biomass loss through erosion
BERVO:0001037,Thinning of plant population
BERVO:0001038,Harvest efficiency
BERVO:0001039,Harvest cutting height (+ve) or fractional LAI removal (-ve)
BERVO:0001040,Type of harvest
BERVO:0001041,Flag for stand replacing disturbance
BERVO:0001042,Year of planting
BERVO:0001043,Year of harvest
BERVO:0001044,Day of planting
BERVO:0001045,Day of harvest
BERVO:0001046,Flag for species death
BERVO:0001047,Alternate year of planting
BERVO:0001048,Alternate day of planting
BERVO:0001049,Alternate year of harvest
BERVO:0001050,Alternate day of harvest
BERVO:0001051,Total carbon dioxide flux from fire
BERVO:0001052,Total CH4 flux from fire
BERVO:0001053,Total flux from fire
BERVO:0001054,Total NH3 flux from fire
BERVO:0001055,Total nitrous oxide flux from fire
BERVO:0001056,Total phosphate flux from fire
BERVO:0001057,Number of plant species
BERVO:0001058,Initial number of plant species
BERVO:0001059,Match PFT from different scenarios
BERVO:0001060,Root primary axis number
BERVO:0001061,Maximum soil layer number for root axes
BERVO:0001062,Flag to detect root system death
BERVO:0001063,Maximum soil layer number for all root axes
BERVO:0001065,Root biomass per pft
BERVO:0001066,Root growth yield
BERVO:0001067,Threshold root nonstructural carbon content for initiating new root axis
BERVO:0001068,Fraction of remobilizable nonstructural biomass in root
BERVO:0001069,Root volume:mass ratio
BERVO:0001070,Root diameter primary axes
BERVO:0001071,Root diameter secondary axes
BERVO:0001072,Root cross-sectional area primary axes
BERVO:0001073,Root cross-sectional area secondary axes
BERVO:0001074,Root layer temperature growth function
BERVO:0001075,Root N:C ratio
BERVO:0001076,Root P:C ratio
BERVO:0001077,Root porosity
BERVO:0001078,Root radial resistivity
BERVO:0001079,Root axial resistivity
BERVO:0001080,Shoot-root rate constant for nonstructural carbon exchange
